node_number,longitude,latitude,Mar-89,11years,22years,33years,55years,110years,1000years,10000years,100000years,1000000years
1251,-2.988174,53.879073,23.54369311,6.28381169,18.66073116,21.53070735,24.72794087,28.73978618,40.79886579,53.12869787,65.46323868,77.7977795
1254,-2.044787,53.491812,14.95642495,3.991869818,11.85446241,13.67765061,15.70873312,18.25730793,25.91798879,33.75066854,41.58633956,49.42201059
1257,-2.044787,53.491812,0,0,0,0,0,0,0,0,0,0
1260,-0.86891,53.07769,18.34584542,4.896506142,14.54091708,16.77727564,19.26864144,22.3947735,31.79151553,41.39923477,51.01062319,60.6220116
1263,-1.724607,54.978229,1.29E-10,3.45E-11,1.03E-10,1.18E-10,1.36E-10,1.58E-10,2.24E-10,2.92E-10,3.60E-10,4.28E-10
1266,-1.743554,54.977571,27.34680635,7.298862615,21.67507871,25.00865441,28.72235071,33.38224651,47.38928073,61.71080321,76.03779506,90.36478691
1269,-4.0802,55.7526,11.55798501,3.084826199,9.16085892,10.56977729,12.13935166,14.1088323,20.02883223,26.08174898,32.13697732,38.19220567
1272,-4.0802,55.7526,0,0,0,0,0,0,0,0,0,0
1275,-3.9146,56.1157,9.491859059,2.533377183,7.52324749,8.680305109,9.96929957,11.58671235,16.44844256,21.41932915,26.39211411,31.36489907
1278,-4.5761,55.9469,11.17302422,2.982080164,8.855738997,10.21773065,11.73502734,13.63891067,19.36173367,25.21304646,31.06659385,36.92014123
1281,-0.871169444,53.07900278,17.3132891,4.620916862,13.72251294,15.83300288,18.18414755,21.13433201,30.00219869,39.06916819,48.13960035,57.21003251
1284,-4.047,58.0365,11.33095399,3.024231619,8.980914129,10.36215742,11.90090097,13.83169553,19.63541016,25.56943076,31.50571756,37.44200435
1287,-2.07,57.5862,7.169165222,1.913450198,5.682280355,6.556201595,7.529774232,8.751399986,12.42344641,16.17793824,19.9338639,23.68978956
1290,-4.634636111,57.095045,26.50672322,7.074644428,21.00922883,24.24039839,27.8400114,32.35675704,45.93350067,59.81507162,73.70194392,87.58881621
1293,-3.990747222,58.55691667,21.11569985,5.635780291,16.7363037,19.31030752,22.17781956,25.77593481,36.59139627,47.64968829,58.71220344,69.77471859
1295,-1.601998,53.487953,3.648676471,0.97383175,2.891940971,3.336714633,3.832204898,4.453939368,6.322791457,8.233603325,10.14514493,12.05668653
1298,-0.502818,51.936685,13.75922282,3.672336571,10.90556001,12.58280927,14.45131173,16.7958833,23.84335723,31.04906222,38.25751906,45.46597589
1301,-3.959595,51.68314,58.24334469,15.5451487,46.163675,53.26353872,61.17298493,71.09765087,100.929892,131.4319316,161.9456199,192.4593082
1305,-3.959595,51.68314,0,0,0,0,0,0,0,0,0,0
1308,-2.788,57.1515,6.544686882,1.746776929,5.187318823,5.985116153,6.873884632,7.989099277,11.3412879,14.76874042,18.19750187,21.62626333
1311,-3.15327,51.01688,6.032438113,1.610057732,4.781310449,5.516664654,6.33586975,7.363797205,10.45361201,13.61279985,16.77319417,19.9335885
1314,-5.214,56.430053,20.9048331,5.579499955,16.56917072,19.11746987,21.95634621,25.51852977,36.22598528,47.17384638,58.12588844,69.0779305
1317,-2.977713889,56.52038333,12.99518451,3.468414746,10.29998324,11.88409624,13.64884229,15.86322173,22.51935524,29.32493337,36.13311054,42.9412877
1320,-3.2413,55.9615,9.959619119,2.658222343,7.893994114,9.108071684,10.46058796,12.15770706,17.25902397,22.4748765,27.69272096,32.91056542
1323,-1.386021,53.412016,1.275838889,0.3405214,1.011229904,1.166754664,1.340013586,1.557416532,2.210901212,2.879058038,3.547470032,4.215882026
1326,-1.087646,53.578981,16.07503083,4.290425728,12.74106944,14.70061569,16.88360488,19.62279013,27.85642093,36.27491457,44.69662322,53.11833187
1330,-1.087646,53.578981,0,0,0,0,0,0,0,0,0,0
1333,-1.267979,53.40506,4.64325157,1.239283844,3.680241195,4.246253561,4.876807124,5.668017192,8.046290646,10.47796149,12.91056099,15.34316049
1336,-3.511878,58.5739028,34.21777141,9.13272319,27.12100562,31.29215196,35.93892531,41.76963356,59.29597608,77.21582297,95.14251341,113.0692039
1339,-3.511878,58.5739028,0,0,0,0,0,0,0,0,0,0
1342,0.390143,51.459088,20.08792794,5.361467968,15.92169169,18.3704101,21.09835072,24.52133364,34.81037033,45.3304182,55.85448365,66.3785491
1346,0.390143,51.459088,0,0,0,0,0,0,0,0,0,0
1349,-1.394641,53.401268,3.006362394,0.802398123,2.382842834,2.74931841,3.157582423,3.669866575,5.209725393,6.784157379,8.359190637,9.934223895
1352,-1.116915,54.606738,20.26136398,5.407758047,16.05915709,18.52901736,21.28051059,24.73304701,35.11091765,45.72179396,56.33672255,66.95165114
1355,-4.0668,57.3011,11.48116032,3.06432169,9.099967671,10.49952111,12.05866269,14.0150524,19.89570272,25.90838638,31.92336627,37.93834617
1358,-4.026,54.8545,72.17534293,19.26359903,57.20617681,66.00435111,75.80576268,88.10444112,125.0726518,162.8708789,200.683541,238.4962032
1361,-2.419814,55.95103,71.91634917,19.19447359,57.00089835,65.76750131,75.53374153,87.78828743,124.6238415,162.2864335,199.9634089,237.6403842
1364,-0.048113,51.603722,10.8408515,2.893423266,8.5924589,9.913958698,11.38614633,13.23342743,18.78611157,24.4634655,30.1429876,35.8225097
1367,-3.94724,52.92703,94.50480317,25.22333197,74.90450699,86.4246425,99.25839477,115.3620132,163.7673734,213.2595388,262.7706052,312.2816716
1370,-3.94724,52.92703,0,0,0,0,0,0,0,0,0,0
1373,-3.13041,51.482,6.15982323,1.64405682,4.882275892,5.633158344,6.469662339,7.519296217,10.67435768,13.9002571,17.12738849,20.35451988
1376,-4.028594444,56.70692778,8.617302398,2.29995801,6.83007388,7.880523043,9.050752708,10.51914104,14.93292332,19.44580459,23.96040932,28.47501404
1379,-4.011797222,56.707625,15.46788103,4.128377446,12.2598425,14.1453772,16.24591544,18.88164237,26.80429103,34.90482032,43.00844319,51.11206606
1383,-1.499451,55.023723,45.66653032,12.18839694,36.19529193,41.76204198,47.96355679,55.74513356,79.13553039,103.0510923,126.9757876,150.9004828
1387,-3.299965,51.574199,13.44551989,3.588609258,10.65691906,12.29592794,14.12182954,16.41294613,23.29974141,30.34116018,37.38526805,44.42937592
1391,-2.977617,51.547216,6.184985309,1.650772579,4.902219356,5.656169065,6.49609007,7.550011567,10.71796104,13.95703785,17.19735165,20.43766546
1394,-2.253635,51.879253,19.45578886,5.192750047,15.42065825,17.79231891,20.43441504,23.74968146,33.71493652,43.90393315,54.09682093,64.28970872
1397,0.19887,52.726053,33.41562268,8.918629694,26.48522254,30.55858694,35.0964285,40.79045061,57.90593255,75.40569415,92.91213887,110.4185836
1400,-0.01104,51.714526,13.76262656,3.673245029,10.90825781,12.58592199,14.45488668,16.80003824,23.84925557,31.0567431,38.26698315,45.47722321
1403,0.300665,51.552813,15.96547043,4.261184057,12.65423186,14.60042271,16.76853359,19.48904975,27.6665637,36.02768056,44.39199052,52.75630048
1406,-2.819849,53.562699,6.169495737,1.646638412,4.889942321,5.642003852,6.479821373,7.531103446,10.69111916,13.92208408,17.1542829,20.38648171
1409,-0.404187,51.642877,8.112635088,2.165262305,6.430074571,7.419004788,8.520700633,9.903093652,14.05838534,18.30697234,22.55718186,26.80739138
1412,-1.47081,54.94071,30.68528035,8.189901326,24.32115321,28.06168888,32.22874995,37.45752173,53.17452232,69.24440364,85.32042202,101.3964404
1415,-0.807366,53.360669,24.25666396,6.47410361,19.22583185,22.18271919,25.47677415,29.61010969,42.03437297,54.73758789,67.44565413,80.15372038
1418,-2.4901,55.9172,42.71999853,11.40196761,33.85987083,39.06743865,44.86881445,52.1483022,74.02948544,96.40194867,118.7829559,141.1639631
1421,-3.2959,56.1628,16.18978525,4.321053683,12.83202379,14.80555861,17.00413145,19.76287085,28.05527886,36.53386939,45.01569789,53.49752638
1424,-3.2959,56.1628,0,0,0,0,0,0,0,0,0,0
1427,-4.2641,55.8626,16.33542742,4.35992558,12.94745978,14.93874838,17.15709942,19.94065626,28.30766218,36.86252553,45.42065595,53.97878638
1430,0.001931,51.519771,14.83749094,3.960126332,11.76019532,13.56888546,15.58381673,18.11212519,25.71188805,33.48228205,41.25564355,49.02900506
1433,-2.167708,53.528941,4.594203354,1.226192875,3.641365578,4.201398967,4.825291783,5.608144034,7.961294992,10.36727929,12.77418243,15.18108556
1436,-3.1994,55.9302,7.202468774,1.922338916,5.708676751,6.586657694,7.564752954,8.792053633,12.48115814,16.25309104,20.02646443,23.79983782
1439,-2.908636,51.565226,8.800282125,2.348795299,6.975103612,8.047858003,9.242936316,10.74250439,15.25000889,19.85871664,24.46918445,29.07965225
1442,-2.908636,51.565226,0,0,0,0,0,0,0,0,0,0
1445,-4.840927778,56.08963889,7.87468639,2.101753797,6.241476433,7.201400704,8.270783115,9.612629676,13.64604405,17.77001731,21.89556551,26.02111371
1448,-1.413918,53.416024,1.663315152,0.443938814,1.318343589,1.521101706,1.746979904,2.030408806,2.882358827,3.753436972,4.62484778,5.496258588
1451,-2.060301,52.577165,2.224941634,0.593836922,1.763488739,2.034709124,2.336856198,2.715986253,3.855601358,5.020803291,6.186450213,7.352097135
1455,-1.55444,52.85496,20.91147586,5.581272906,16.57443576,19.12354467,21.96332309,25.52663858,36.23749651,47.18883642,58.14435862,69.09988082
1458,-1.131318,54.575945,0,0,0,0,0,0,0,0,0,0
1461,-0.18864,51.430956,20.15038301,5.378137225,15.97119357,18.42752526,21.16394728,24.59757254,34.91859872,45.4713543,56.02813996,66.58492562
1465,-0.18864,51.430956,0,0,0,0,0,0,0,0,0,0
1468,-2.0971,57.1538,7.078400138,1.889224997,5.610339949,6.473196926,7.434443665,8.640603048,12.2661596,15.97311775,19.68149158,23.38986542
1472,-0.257138,51.534577,15.08936383,4.027351207,11.95982977,13.79922322,15.84835883,18.41958643,26.14835858,34.05065842,41.95597613,49.86129384
1476,-3.9281,55.7638,10.99858647,2.935522728,8.717479632,10.05820732,11.55181536,13.4259745,19.05945049,24.81941022,30.58156967,36.34372912
1479,-3.9281,55.7638,0,0,0,0,0,0,0,0,0,0
1482,-4.3753,55.9284,8.39162545,2.239724833,6.651202332,7.674141474,8.81372421,10.24365719,14.54184774,18.93654199,23.33291456,27.72928714
1485,-4.3753,55.9284,0,0,0,0,0,0,0,0,0,0
1488,-4.254,55.6998,22.20215562,5.925755335,17.59742855,20.30387132,23.31892405,27.10217137,38.47411548,50.10138438,61.73309371,73.36480304
1491,-4.023,55.832,12.59941387,3.362783563,9.986295436,11.52216399,13.23316439,15.38010452,21.8335243,28.43183735,35.03267028,41.6335032
1494,-0.257138,51.534577,0,0,0,0,0,0,0,0,0,0
1497,-1.376874,53.501857,8.101289313,2.162234118,6.421081909,7.408629076,8.508784165,9.889243864,14.03872425,18.28136946,22.52563493,26.7699004
1500,-2.1463,57.1542,5.969607617,1.593288273,4.731510997,5.459206166,6.26987888,7.287100018,10.34473304,13.47101655,16.59849398,19.72597141
1503,0.288649,51.470263,4.153134446,1.108471584,3.291774362,3.798041451,4.362037109,5.069731219,7.196966682,9.371963192,11.54779033,13.72361746
1506,-0.48003,51.353405,22.65586614,6.046850673,17.9570395,20.71878959,23.79545621,27.6560158,39.26035044,51.12522754,62.99463581,74.86404408
1509,-0.48003,51.353405,0,0,0,0,0,0,0,0,0,0
1512,-4.482293,53.415313,51.75391157,13.813119,41.02015031,47.32895213,54.35713332,63.17599986,89.68435336,116.7878769,143.9017511,171.0156254
1515,-0.250454,51.926167,16.86190544,4.500442563,13.36474626,15.42021253,17.71005929,20.58332798,29.21999594,38.05057583,46.88452809,55.71848035
